sensor,bucket,timestamp,value,type,sensor_encoded
kitchen_PIR,1_5_9,2024-10-31 12:14:06.000,corridor,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:14:39.000,corridor,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:18:29.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:18:54.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:19:18.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:26:39.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:27:53.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:28:24.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:38:55.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:43:02.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-10-31 12:48:01.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-10-31 12:48:35.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-10-31 12:49:08.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-10-31 12:49:29.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-10-31 12:51:03.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 12:51:27.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 13:04:20.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 13:06:42.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 13:07:20.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 13:07:43.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-10-31 13:28:28.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-10-31 13:28:51.000,bathroom,sensor,0
livingroom_PIR,1_4_7,2024-10-31 13:32:11.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 13:41:25.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 13:51:14.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 14:08:11.000,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-10-31 16:28:30.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 16:29:05.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 16:30:04.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 16:30:30.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 16:31:11.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 16:40:08.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 17:02:00.000,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-10-31 17:24:32.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 17:29:01.000,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-10-31 17:29:18.000,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-10-31 17:31:06.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 17:31:38.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 17:55:41.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 17:58:10.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 17:59:45.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 18:00:20.000,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-10-31 18:00:58.000,livingroombedarea,sensor,1
kitchen_PIR,1_5_9,2024-10-31 18:01:36.000,livingroombedarea,sensor,1
kitchen_PIR,1_5_9,2024-10-31 18:09:09.000,kitchen,sensor,1
livingroom_PIR,1_4_7,2024-10-31 18:11:03.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 18:11:25.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 18:12:38.000,livingroombedarea,sensor,2
livingroom_PIR,1_4_7,2024-10-31 18:14:33.000,livingroom,sensor,2
livingroom_PIR,1_4_7,2024-10-31 18:15:00.000,livingroom,sensor,2
livingroom_PIR,1_4_7,2024-10-31 18:15:29.000,livingroom,sensor,2
livingroom_magnetic_switch,1_4_11,2024-10-31 22:26:32.000,livingroomdoor,sensor,3
livingroom_magnetic_switch,1_4_11,2024-10-31 22:27:11.000,livingroomdoor,sensor,3
livingroom_PIR,1_4_7,2024-10-31 22:39:00.000,livingroombedarea,sensor,2
livingroom_magnetic_switch,1_4_11,2024-10-31 22:39:32.000,livingroomdoor,sensor,3
livingroom_magnetic_switch,1_4_11,2024-10-31 22:40:07.000,livingroomdoor,sensor,3
livingroom_magnetic_switch,1_4_11,2024-10-31 22:42:56.000,livingroomdoor,sensor,3
livingroom_PIR,1_4_7,2024-10-31 22:43:38.000,livingroombedarea,sensor,2
kitchen_PIR,1_5_9,2024-10-31 22:46:58.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 22:53:15.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 22:57:48.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 22:58:15.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 22:58:42.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 22:59:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 23:07:59.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 23:20:03.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-10-31 23:27:30.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:22:06.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:23:18.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:23:42.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:24:12.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:33:35.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:34:06.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:34:27.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:35:57.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:37:47.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 10:39:43.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:35:46.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:36:13.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:36:35.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:37:00.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:37:25.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:37:59.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:41:27.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:44:54.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:45:18.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:45:52.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:50:23.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:50:47.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:51:11.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:54:35.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 14:56:51.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:23:51.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:23:59.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:24:07.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:24:25.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:25:12.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:25:23.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:26:11.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:26:26.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:26:32.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:27:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:28:14.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:28:21.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:28:57.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:29:17.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:29:31.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:30:04.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:30:11.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:30:24.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:31:05.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:31:14.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:31:25.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:31:36.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:31:43.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:32:03.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:32:24.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:32:36.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:33:11.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:33:19.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:33:28.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:33:32.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 15:33:57.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:34:05.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:34:07.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:34:23.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:34:24.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:34:34.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:36:17.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:36:48.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:36:49.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:38:03.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:38:05.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:38:09.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:38:24.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:38:28.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:38:35.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:38:39.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:40:35.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:41:00.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:41:00.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:46:48.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:46:51.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:47:02.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:47:07.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:47:29.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:47:35.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:50:50.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:50:50.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:51:17.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 15:51:27.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 15:51:32.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 15:51:39.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:10:55.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:11:02.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:11:05.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:11:13.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:11:20.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:11:24.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:11:46.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:11:49.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:13:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:13:57.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:16:20.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:16:46.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:17:19.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:17:27.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:17:27.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 16:18:29.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:18:32.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:19:01.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 16:19:17.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:19:23.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:19:36.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:19:41.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:19:48.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:19:57.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:20:01.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 16:20:10.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:20:16.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:20:25.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:20:28.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:20:38.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:20:40.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:20:47.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:20:59.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:21:17.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:21:42.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:21:46.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:21:54.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:21:58.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:22:11.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:22:18.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 16:22:38.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:22:40.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:23:00.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:23:08.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:23:20.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:23:30.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:23:47.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:24:12.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:24:31.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:24:50.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:25:41.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:25:59.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:26:47.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:27:05.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:27:39.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 16:28:27.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 16:28:43.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:32:11.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:33:57.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:39:26.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 16:43:20.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 16:52:18.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 16:54:33.000,kitchen,sensor,1
bathroom_PIR,1_3_6,2024-11-01 17:09:10.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:09:21.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:09:35.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:09:53.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:10:02.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:10:41.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:10:53.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:11:19.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:12:08.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:12:29.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:12:52.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:13:09.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:13:28.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:13:33.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:13:59.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:14:23.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:14:33.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:14:45.000,bathroom,sensor,0
bathroom_PIR,1_3_6,2024-11-01 17:15:04.000,bathroom,sensor,0
kitchen_PIR,1_5_9,2024-11-01 17:32:35.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:43:21.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:46:35.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:47:19.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:50:18.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:50:27.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:51:03.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:51:30.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:51:47.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:51:56.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:52:02.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:52:25.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:52:44.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:52:57.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:53:12.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-01 17:53:35.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:55:53.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:56:08.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:56:24.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:56:38.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:56:57.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:57:13.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:57:28.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:57:35.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:57:54.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:58:06.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:58:16.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:58:44.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:59:04.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:59:11.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:59:20.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:59:29.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 09:59:39.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:00:17.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:00:45.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:00:54.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:01:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:01:16.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:01:25.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:01:48.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:02:03.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:02:26.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:02:36.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:02:52.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:03:24.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:03:36.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:03:43.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:03:52.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:04:12.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:04:21.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:04:47.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:04:58.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:05:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:05:20.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:05:34.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:06:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:06:26.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:07:06.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:07:39.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:07:50.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:08:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:08:36.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:08:48.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:09:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:09:20.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:09:30.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:09:53.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:10:08.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:10:31.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:10:41.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:11:02.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:11:14.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:11:33.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:11:56.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:12:13.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:12:34.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:12:45.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:12:55.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:13:05.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:13:26.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:13:33.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:13:52.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:14:05.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:14:15.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:14:29.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:14:59.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:15:12.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:15:37.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:16:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:16:19.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:16:45.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:17:15.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:17:33.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:18:06.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:18:27.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:18:45.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:19:04.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:19:19.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:19:32.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:19:49.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:27:02.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:27:19.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-04 10:28:11.000,kitchen,sensor,1
