sensor,bucket,timestamp,value,type,sensor_encoded
kitchen_PIR,1_5_9,2024-11-10 22:15:19.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:15:41.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:15:49.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:15:56.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:16:09.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:16:25.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:16:37.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:16:50.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:17:01.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:17:38.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:17:44.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:17:59.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:18:14.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:18:25.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:18:47.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:18:58.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:19:21.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:19:36.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:19:49.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:20:00.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:20:24.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:20:41.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:20:52.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:21:34.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:21:58.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:22:07.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:22:19.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:22:32.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:22:59.000,kitchen,sensor,1
kitchen_PIR,1_5_9,2024-11-10 22:23:05.000,kitchen,sensor,1
