group_id,value,start_time,end_time,duration,duration_seconds
261,kitchen,2024-12-15 10:23:32.884,2024-12-15 10:23:32.884,0 days 00:00:00,0.0
262,bathroom,2024-12-15 10:24:25.858,2024-12-15 10:24:25.858,0 days 00:00:00,0.0
263,kitchen,2024-12-15 10:25:34.254,2024-12-15 10:39:20.744,0 days 00:13:46.490000,826.49
264,bathroom,2024-12-15 10:46:54.038,2024-12-15 10:50:46.599,0 days 00:03:52.561000,232.561
265,kitchen,2024-12-15 10:52:07.465,2024-12-15 10:52:14.145,0 days 00:00:06.680000,6.68
266,bathroom,2024-12-15 10:52:25.730,2024-12-15 10:52:54.322,0 days 00:00:28.592000,28.592
267,kitchen,2024-12-15 10:53:15.899,2024-12-15 10:53:15.899,0 days 00:00:00,0.0
268,bathroom,2024-12-15 10:53:41.016,2024-12-15 10:53:48.002,0 days 00:00:06.986000,6.986
269,kitchen,2024-12-15 10:53:52.103,2024-12-15 10:53:52.103,0 days 00:00:00,0.0
270,bathroom,2024-12-15 10:53:58.295,2024-12-15 10:54:03.750,0 days 00:00:05.455000,5.455
271,kitchen,2024-12-15 10:54:04.299,2024-12-15 10:54:04.299,0 days 00:00:00,0.0
272,bathroom,2024-12-15 10:54:13.577,2024-12-15 10:54:13.577,0 days 00:00:00,0.0
273,kitchen,2024-12-15 10:54:22.371,2024-12-15 10:54:22.371,0 days 00:00:00,0.0
274,bathroom,2024-12-15 10:54:30.445,2024-12-15 10:54:30.445,0 days 00:00:00,0.0
275,kitchen,2024-12-15 10:54:36.562,2024-12-15 10:55:07.242,0 days 00:00:30.680000,30.68
276,bathroom,2024-12-15 10:55:46.096,2024-12-15 11:37:39.721,0 days 00:41:53.625000,2513.625
277,kitchen,2024-12-15 11:37:40.674,2024-12-15 11:37:52.368,0 days 00:00:11.694000,11.693999999999999
278,bathroom,2024-12-15 11:38:09.360,2024-12-15 11:38:09.360,0 days 00:00:00,0.0
279,kitchen,2024-12-15 11:38:10.986,2024-12-15 11:38:18.463,0 days 00:00:07.477000,7.477
280,bathroom,2024-12-15 11:38:18.883,2024-12-15 11:38:18.883,0 days 00:00:00,0.0
281,kitchen,2024-12-15 11:38:24.748,2024-12-15 11:38:24.748,0 days 00:00:00,0.0
282,bathroom,2024-12-15 11:38:27.377,2024-12-15 11:38:27.377,0 days 00:00:00,0.0
283,kitchen,2024-12-15 11:38:37.630,2024-12-15 11:38:37.630,0 days 00:00:00,0.0
284,bathroom,2024-12-15 11:38:41.273,2024-12-15 11:38:41.273,0 days 00:00:00,0.0
285,kitchen,2024-12-15 11:39:17.679,2024-12-15 11:39:17.679,0 days 00:00:00,0.0
286,bathroom,2024-12-15 11:39:22.472,2024-12-15 11:39:22.472,0 days 00:00:00,0.0
287,kitchen,2024-12-15 11:39:22.796,2024-12-15 11:45:13.445,0 days 00:05:50.649000,350.649
288,bathroom,2024-12-15 11:49:23.581,2024-12-15 11:49:23.581,0 days 00:00:00,0.0
289,kitchen,2024-12-15 11:49:25.055,2024-12-15 11:49:33.003,0 days 00:00:07.948000,7.948
290,bathroom,2024-12-15 11:49:33.796,2024-12-15 11:49:33.796,0 days 00:00:00,0.0
291,kitchen,2024-12-15 11:49:38.908,2024-12-15 11:50:17.373,0 days 00:00:38.465000,38.465
292,bathroom,2024-12-15 11:50:31.195,2024-12-15 11:50:31.195,0 days 00:00:00,0.0
293,kitchen,2024-12-15 11:51:02.039,2024-12-15 11:51:44.773,0 days 00:00:42.734000,42.734
294,bathroom,2024-12-15 11:51:45.816,2024-12-15 11:51:45.816,0 days 00:00:00,0.0
295,kitchen,2024-12-15 11:51:53.436,2024-12-15 11:52:19.895,0 days 00:00:26.459000,26.459
296,bathroom,2024-12-15 11:53:21.234,2024-12-15 12:04:05.635,0 days 00:10:44.401000,644.401
297,kitchen,2024-12-15 12:11:43.431,2024-12-15 12:16:53.504,0 days 00:05:10.073000,310.073
298,bathroom,2024-12-15 12:17:21.925,2024-12-15 12:18:17.364,0 days 00:00:55.439000,55.439
299,kitchen,2024-12-15 12:19:24.953,2024-12-15 12:20:35.723,0 days 00:01:10.770000,70.77
300,bathroom,2024-12-15 12:36:42.365,2024-12-15 12:48:38.732,0 days 00:11:56.367000,716.367
301,kitchen,2024-12-15 12:51:33.558,2024-12-15 12:53:27.482,0 days 00:01:53.924000,113.924
302,bathroom,2024-12-15 12:54:07.092,2024-12-15 12:54:07.092,0 days 00:00:00,0.0
303,kitchen,2024-12-15 12:54:13.710,2024-12-15 14:56:36.358,0 days 02:02:22.648000,7342.648
304,bathroom,2024-12-15 14:59:47.476,2024-12-15 15:00:57.472,0 days 00:01:09.996000,69.996
305,kitchen,2024-12-15 15:01:36.555,2024-12-15 15:01:36.555,0 days 00:00:00,0.0
306,bathroom,2024-12-15 15:01:36.608,2024-12-15 15:01:36.608,0 days 00:00:00,0.0
307,kitchen,2024-12-15 15:01:44.177,2024-12-15 15:01:44.177,0 days 00:00:00,0.0
308,bathroom,2024-12-15 15:01:46.806,2024-12-15 15:01:46.806,0 days 00:00:00,0.0
309,kitchen,2024-12-15 15:01:55.249,2024-12-15 15:01:55.249,0 days 00:00:00,0.0
310,bathroom,2024-12-15 15:02:07.345,2024-12-15 15:02:07.345,0 days 00:00:00,0.0
311,kitchen,2024-12-15 15:02:07.359,2024-12-15 15:02:07.359,0 days 00:00:00,0.0
312,bathroom,2024-12-15 15:02:20.356,2024-12-15 15:09:29.117,0 days 00:07:08.761000,428.761
313,kitchen,2024-12-15 15:16:55.545,2024-12-15 15:17:03.438,0 days 00:00:07.893000,7.893
314,bathroom,2024-12-15 15:17:23.494,2024-12-15 15:17:23.494,0 days 00:00:00,0.0
315,kitchen,2024-12-15 15:17:28.011,2024-12-15 15:17:28.011,0 days 00:00:00,0.0
316,bathroom,2024-12-15 15:17:37.915,2024-12-15 15:17:37.915,0 days 00:00:00,0.0
317,kitchen,2024-12-15 15:17:39.926,2024-12-15 15:37:23.446,0 days 00:19:43.520000,1183.52
318,bathroom,2024-12-15 15:46:11.594,2024-12-15 15:49:04.569,0 days 00:02:52.975000,172.975
319,kitchen,2024-12-15 16:27:20.861,2024-12-15 16:28:08.156,0 days 00:00:47.295000,47.295
320,bathroom,2024-12-15 16:33:11.969,2024-12-15 16:36:35.062,0 days 00:03:23.093000,203.093
321,kitchen,2024-12-15 16:37:53.361,2024-12-15 16:39:03.735,0 days 00:01:10.374000,70.374
322,bathroom,2024-12-15 17:17:59.439,2024-12-15 18:07:51.956,0 days 00:49:52.517000,2992.517
323,livingroombedarea,2024-12-15 22:10:00.685,2024-12-15 22:10:06.428,0 days 00:00:05.743000,5.743
324,livingroomdoor,2024-12-15 22:10:25.000,2024-12-15 22:10:25.000,0 days 00:00:00,0.0
325,livingroombedarea,2024-12-15 22:10:37.642,2024-12-15 22:11:15.618,0 days 00:00:37.976000,37.976
326,bathroom,2024-12-15 22:18:39.135,2024-12-15 22:50:57.410,0 days 00:32:18.275000,1938.275
327,kitchen,2024-12-16 07:08:32.020,2024-12-16 07:18:47.521,0 days 00:10:15.501000,615.501
328,bathroom,2024-12-16 07:24:08.692,2024-12-16 12:36:42.106,0 days 05:12:33.414000,18753.414
329,kitchen,2024-12-16 12:36:55.429,2024-12-16 12:37:03.703,0 days 00:00:08.274000,8.274000000000001
330,bathroom,2024-12-16 12:37:09.720,2024-12-16 12:37:09.720,0 days 00:00:00,0.0
331,kitchen,2024-12-16 12:37:35.167,2024-12-16 12:37:50.661,0 days 00:00:15.494000,15.494
332,bathroom,2024-12-16 12:38:00.944,2024-12-16 12:38:00.944,0 days 00:00:00,0.0
333,kitchen,2024-12-16 12:38:06.141,2024-12-16 12:38:23.106,0 days 00:00:16.965000,16.965
334,bathroom,2024-12-16 12:38:31.109,2024-12-16 12:38:31.109,0 days 00:00:00,0.0
335,kitchen,2024-12-16 12:38:39.117,2024-12-16 12:38:39.117,0 days 00:00:00,0.0
336,bathroom,2024-12-16 12:38:40.625,2024-12-16 12:38:47.862,0 days 00:00:07.237000,7.237
337,kitchen,2024-12-16 12:38:47.864,2024-12-16 12:38:47.864,0 days 00:00:00,0.0
338,bathroom,2024-12-16 12:38:57.930,2024-12-16 12:39:04.005,0 days 00:00:06.075000,6.075
339,kitchen,2024-12-16 12:39:17.837,2024-12-16 12:57:34.038,0 days 00:18:16.201000,1096.201
340,livingroomdoor,2024-12-16 12:59:06.000,2024-12-16 12:59:06.000,0 days 00:00:00,0.0
341,kitchen,2024-12-16 13:13:53.788,2024-12-16 13:14:32.334,0 days 00:00:38.546000,38.546
342,livingroomdoor,2024-12-16 13:31:07.000,2024-12-16 13:31:07.000,0 days 00:00:00,0.0
343,kitchen,2024-12-16 13:49:49.888,2024-12-16 16:20:50.791,0 days 02:31:00.903000,9060.903
344,bathroom,2024-12-16 16:22:39.212,2024-12-16 16:22:59.368,0 days 00:00:20.156000,20.156
345,kitchen,2024-12-16 17:04:18.619,2024-12-16 17:04:44.763,0 days 00:00:26.144000,26.144
346,bathroom,2024-12-16 17:07:33.149,2024-12-16 17:07:33.149,0 days 00:00:00,0.0
347,kitchen,2024-12-16 17:07:59.099,2024-12-16 17:07:59.099,0 days 00:00:00,0.0
348,livingroombedarea,2024-12-16 18:59:13.277,2024-12-16 18:59:54.272,0 days 00:00:40.995000,40.995
349,kitchen,2024-12-16 19:06:41.789,2024-12-16 19:08:43.960,0 days 00:02:02.171000,122.171
350,bathroom,2024-12-16 19:14:37.068,2024-12-16 19:14:59.889,0 days 00:00:22.821000,22.821
351,kitchen,2024-12-16 22:30:41.767,2024-12-16 22:42:49.594,0 days 00:12:07.827000,727.827
352,bathroom,2024-12-16 22:58:34.479,2024-12-16 23:00:47.076,0 days 00:02:12.597000,132.597
353,kitchen,2024-12-16 23:00:48.353,2024-12-16 23:00:48.353,0 days 00:00:00,0.0
354,bathroom,2024-12-16 23:01:06.656,2024-12-16 23:01:06.656,0 days 00:00:00,0.0
355,kitchen,2024-12-16 23:01:23.824,2024-12-16 23:01:37.741,0 days 00:00:13.917000,13.917
356,bathroom,2024-12-16 23:01:40.239,2024-12-16 23:01:55.221,0 days 00:00:14.982000,14.982
357,kitchen,2024-12-16 23:02:05.524,2024-12-16 23:02:14.348,0 days 00:00:08.824000,8.824
358,bathroom,2024-12-16 23:02:21.564,2024-12-16 23:02:21.564,0 days 00:00:00,0.0
359,kitchen,2024-12-16 23:05:38.895,2024-12-16 23:06:48.362,0 days 00:01:09.467000,69.467
360,bathroom,2024-12-16 23:07:02.766,2024-12-16 23:07:26.153,0 days 00:00:23.387000,23.387
361,livingroomdoor,2024-12-16 23:11:47.000,2024-12-16 23:11:47.000,0 days 00:00:00,0.0
362,bathroom,2024-12-16 23:17:14.329,2024-12-16 23:21:23.056,0 days 00:04:08.727000,248.727
363,kitchen,2024-12-16 23:23:03.752,2024-12-16 23:30:37.556,0 days 00:07:33.804000,453.804
364,bathroom,2024-12-17 05:08:59.758,2024-12-17 05:08:59.758,0 days 00:00:00,0.0
365,livingroomdoor,2024-12-17 05:42:46.000,2024-12-17 05:45:29.000,0 days 00:02:43,163.0
366,bathroom,2024-12-17 06:08:54.749,2024-12-17 06:16:13.727,0 days 00:07:18.978000,438.978
367,kitchen,2024-12-17 06:16:19.747,2024-12-17 06:16:28.111,0 days 00:00:08.364000,8.364
368,bathroom,2024-12-17 06:16:28.560,2024-12-17 06:16:41.370,0 days 00:00:12.810000,12.81
369,kitchen,2024-12-17 06:16:47.461,2024-12-17 06:16:55.346,0 days 00:00:07.885000,7.885
370,bathroom,2024-12-17 06:16:56.986,2024-12-17 06:16:56.986,0 days 00:00:00,0.0
371,kitchen,2024-12-17 06:17:06.242,2024-12-17 06:17:35.533,0 days 00:00:29.291000,29.291
372,bathroom,2024-12-17 06:17:37.651,2024-12-17 06:17:37.651,0 days 00:00:00,0.0
373,kitchen,2024-12-17 06:17:43.480,2024-12-17 06:17:58.304,0 days 00:00:14.824000,14.824
374,bathroom,2024-12-17 06:17:59.408,2024-12-17 06:17:59.408,0 days 00:00:00,0.0
375,kitchen,2024-12-17 06:18:01.607,2024-12-17 06:18:08.232,0 days 00:00:06.625000,6.625
376,bathroom,2024-12-17 06:18:09.181,2024-12-17 06:18:09.181,0 days 00:00:00,0.0
377,kitchen,2024-12-17 06:18:14.593,2024-12-17 06:18:14.905,0 days 00:00:00.312000,0.312
378,bathroom,2024-12-17 06:18:15.965,2024-12-17 06:18:22.930,0 days 00:00:06.965000,6.965
379,kitchen,2024-12-17 06:18:29.916,2024-12-17 06:22:03.870,0 days 00:03:33.954000,213.954
380,bathroom,2024-12-17 06:22:11.092,2024-12-17 06:22:11.092,0 days 00:00:00,0.0
381,kitchen,2024-12-17 06:22:12.910,2024-12-17 06:22:12.910,0 days 00:00:00,0.0
382,bathroom,2024-12-17 06:22:18.308,2024-12-17 06:22:18.308,0 days 00:00:00,0.0
383,kitchen,2024-12-17 06:22:18.590,2024-12-17 06:22:59.821,0 days 00:00:41.231000,41.231
384,bathroom,2024-12-17 06:23:09.674,2024-12-17 06:23:09.674,0 days 00:00:00,0.0
385,kitchen,2024-12-17 06:23:31.736,2024-12-17 06:23:31.736,0 days 00:00:00,0.0
386,bathroom,2024-12-17 06:24:10.291,2024-12-17 09:19:31.034,0 days 02:55:20.743000,10520.743
387,livingroomdoor,2024-12-17 09:59:25.000,2024-12-17 09:59:25.000,0 days 00:00:00,0.0
388,livingroombedarea,2024-12-17 10:23:44.584,2024-12-17 10:49:54.234,0 days 00:26:09.650000,1569.65
389,livingroomdoor,2024-12-17 11:14:54.000,2024-12-17 11:14:54.000,0 days 00:00:00,0.0
390,kitchen,2024-12-17 11:47:13.158,2024-12-17 12:09:26.079,0 days 00:22:12.921000,1332.921
391,bathroom,2024-12-17 14:50:37.579,2024-12-17 14:50:37.579,0 days 00:00:00,0.0
392,kitchen,2024-12-17 23:14:27.597,2024-12-17 23:19:17.231,0 days 00:04:49.634000,289.634
393,bathroom,2024-12-17 23:20:46.164,2024-12-17 23:21:00.878,0 days 00:00:14.714000,14.714
394,kitchen,2024-12-17 23:22:08.091,2024-12-17 23:22:28.841,0 days 00:00:20.750000,20.75
395,bathroom,2024-12-17 23:22:30.906,2024-12-17 23:22:30.906,0 days 00:00:00,0.0
396,kitchen,2024-12-17 23:22:35.976,2024-12-17 23:22:35.976,0 days 00:00:00,0.0
397,bathroom,2024-12-17 23:22:52.417,2024-12-17 23:22:53.937,0 days 00:00:01.520000,1.52
398,kitchen,2024-12-17 23:22:55.184,2024-12-17 23:23:06.435,0 days 00:00:11.251000,11.251
399,bathroom,2024-12-17 23:23:08.120,2024-12-17 23:23:08.120,0 days 00:00:00,0.0
400,kitchen,2024-12-17 23:23:22.181,2024-12-17 23:23:22.181,0 days 00:00:00,0.0
401,bathroom,2024-12-17 23:23:33.264,2024-12-17 23:34:24.194,0 days 00:10:50.930000,650.93
402,livingroombedarea,2024-12-18 00:03:51.178,2024-12-18 07:31:06.661,0 days 07:27:15.483000,26835.483
403,bathroom,2024-12-18 09:17:54.102,2024-12-18 09:25:43.410,0 days 00:07:49.308000,469.308
404,kitchen,2024-12-18 09:27:40.027,2024-12-18 09:29:08.044,0 days 00:01:28.017000,88.017
405,bathroom,2024-12-18 09:29:27.578,2024-12-18 09:29:53.399,0 days 00:00:25.821000,25.821
406,kitchen,2024-12-18 09:30:02.068,2024-12-18 09:30:17.719,0 days 00:00:15.651000,15.651
407,bathroom,2024-12-18 09:30:25.301,2024-12-18 09:32:05.822,0 days 00:01:40.521000,100.521
408,kitchen,2024-12-18 09:32:07.488,2024-12-18 09:34:14.565,0 days 00:02:07.077000,127.077
409,bathroom,2024-12-18 09:36:27.846,2024-12-18 09:36:45.029,0 days 00:00:17.183000,17.183
410,kitchen,2024-12-18 09:36:49.079,2024-12-18 09:37:01.747,0 days 00:00:12.668000,12.668
411,bathroom,2024-12-18 09:37:09.378,2024-12-18 09:39:36.350,0 days 00:02:26.972000,146.972
412,kitchen,2024-12-18 09:40:13.449,2024-12-18 09:40:24.768,0 days 00:00:11.319000,11.319
413,bathroom,2024-12-18 09:40:26.571,2024-12-18 09:40:26.571,0 days 00:00:00,0.0
414,kitchen,2024-12-18 09:40:34.851,2024-12-18 09:40:46.413,0 days 00:00:11.562000,11.562
415,bathroom,2024-12-18 09:40:50.549,2024-12-18 09:40:50.549,0 days 00:00:00,0.0
416,kitchen,2024-12-18 09:40:53.126,2024-12-18 09:40:53.126,0 days 00:00:00,0.0
417,bathroom,2024-12-18 09:41:05.404,2024-12-18 09:52:18.770,0 days 00:11:13.366000,673.366
418,kitchen,2024-12-18 09:52:29.020,2024-12-18 09:52:29.020,0 days 00:00:00,0.0
419,bathroom,2024-12-18 09:52:29.438,2024-12-18 09:52:38.979,0 days 00:00:09.541000,9.541
420,kitchen,2024-12-18 09:52:54.669,2024-12-18 09:52:54.669,0 days 00:00:00,0.0
421,bathroom,2024-12-18 09:52:56.447,2024-12-18 09:52:56.447,0 days 00:00:00,0.0
422,kitchen,2024-12-18 09:53:07.642,2024-12-18 09:57:46.768,0 days 00:04:39.126000,279.126
423,bathroom,2024-12-18 10:04:13.395,2024-12-18 10:04:13.395,0 days 00:00:00,0.0
424,kitchen,2024-12-18 10:04:36.222,2024-12-18 10:08:23.253,0 days 00:03:47.031000,227.031
425,livingroomdoor,2024-12-18 10:16:21.000,2024-12-18 10:16:21.000,0 days 00:00:00,0.0
426,bathroom,2024-12-18 10:18:02.275,2024-12-18 10:18:35.920,0 days 00:00:33.645000,33.645
427,kitchen,2024-12-18 10:18:48.105,2024-12-18 10:20:03.780,0 days 00:01:15.675000,75.675
428,bathroom,2024-12-18 10:21:41.980,2024-12-18 10:23:12.861,0 days 00:01:30.881000,90.881
429,kitchen,2024-12-18 10:27:02.715,2024-12-18 10:30:14.128,0 days 00:03:11.413000,191.413
430,bathroom,2024-12-18 10:30:14.251,2024-12-18 10:30:14.251,0 days 00:00:00,0.0
431,kitchen,2024-12-18 10:30:20.855,2024-12-18 10:56:35.570,0 days 00:26:14.715000,1574.715
432,livingroombedarea,2024-12-18 11:03:21.472,2024-12-18 11:03:21.472,0 days 00:00:00,0.0
433,kitchen,2024-12-18 11:16:22.867,2024-12-18 11:18:00.694,0 days 00:01:37.827000,97.827
434,livingroombedarea,2024-12-18 11:19:55.864,2024-12-18 11:20:07.003,0 days 00:00:11.139000,11.139
435,kitchen,2024-12-18 11:26:12.576,2024-12-18 11:27:33.082,0 days 00:01:20.506000,80.506
436,bathroom,2024-12-18 11:38:06.441,2024-12-18 11:38:38.364,0 days 00:00:31.923000,31.923000000000002
437,livingroombedarea,2024-12-18 11:57:28.669,2024-12-18 11:57:28.669,0 days 00:00:00,0.0
438,kitchen,2024-12-18 12:05:52.776,2024-12-18 12:07:58.989,0 days 00:02:06.213000,126.213
439,bathroom,2024-12-18 12:09:20.150,2024-12-18 12:09:20.150,0 days 00:00:00,0.0
440,livingroombedarea,2024-12-18 12:15:03.019,2024-12-18 12:27:08.080,0 days 00:12:05.061000,725.061
441,bathroom,2024-12-18 12:30:04.242,2024-12-18 12:48:05.288,0 days 00:18:01.046000,1081.046
442,kitchen,2024-12-18 12:48:18.472,2024-12-18 12:48:38.649,0 days 00:00:20.177000,20.177
443,livingroombedarea,2024-12-18 13:07:55.654,2024-12-18 13:07:55.654,0 days 00:00:00,0.0
444,bathroom,2024-12-18 13:11:54.735,2024-12-18 13:15:41.326,0 days 00:03:46.591000,226.591
445,kitchen,2024-12-18 13:15:46.802,2024-12-18 13:16:01.978,0 days 00:00:15.176000,15.176
446,bathroom,2024-12-18 13:16:05.805,2024-12-18 13:16:05.805,0 days 00:00:00,0.0
447,kitchen,2024-12-18 13:16:17.489,2024-12-18 13:16:56.743,0 days 00:00:39.254000,39.254
448,bathroom,2024-12-18 13:17:04.973,2024-12-18 13:18:41.094,0 days 00:01:36.121000,96.121
449,kitchen,2024-12-18 13:22:41.244,2024-12-18 13:37:53.347,0 days 00:15:12.103000,912.103
450,livingroombedarea,2024-12-18 13:42:38.128,2024-12-18 13:42:38.128,0 days 00:00:00,0.0
451,kitchen,2024-12-18 13:45:12.103,2024-12-18 13:45:26.031,0 days 00:00:13.928000,13.928
452,livingroombedarea,2024-12-18 13:47:08.683,2024-12-18 13:50:48.414,0 days 00:03:39.731000,219.731
453,kitchen,2024-12-18 13:51:59.409,2024-12-18 13:54:03.540,0 days 00:02:04.131000,124.131
454,livingroomdoor,2024-12-18 15:24:05.000,2024-12-18 15:24:05.000,0 days 00:00:00,0.0
455,bathroom,2024-12-18 15:27:39.734,2024-12-18 15:27:39.734,0 days 00:00:00,0.0
456,kitchen,2024-12-18 15:28:16.258,2024-12-18 15:28:16.258,0 days 00:00:00,0.0
457,bathroom,2024-12-18 15:28:17.369,2024-12-18 15:28:25.247,0 days 00:00:07.878000,7.878
458,kitchen,2024-12-18 15:28:34.780,2024-12-18 15:43:59.527,0 days 00:15:24.747000,924.747
459,livingroomdoor,2024-12-18 17:50:07.000,2024-12-18 17:50:07.000,0 days 00:00:00,0.0
460,bathroom,2024-12-18 18:23:24.869,2024-12-18 18:24:06.146,0 days 00:00:41.277000,41.277
461,kitchen,2024-12-18 18:35:43.062,2024-12-18 18:36:41.521,0 days 00:00:58.459000,58.459
462,livingroomdoor,2024-12-18 21:52:13.000,2024-12-18 22:07:27.000,0 days 00:15:14,914.0
463,bathroom,2024-12-18 22:07:29.201,2024-12-18 22:09:30.778,0 days 00:02:01.577000,121.577
464,kitchen,2024-12-18 22:10:22.919,2024-12-18 22:17:59.484,0 days 00:07:36.565000,456.565
465,livingroomdoor,2024-12-18 22:18:18.000,2024-12-18 22:22:12.000,0 days 00:03:54,234.0
466,kitchen,2024-12-18 22:22:42.240,2024-12-18 22:34:28.087,0 days 00:11:45.847000,705.847
467,livingroomdoor,2024-12-18 22:45:02.000,2024-12-18 22:45:02.000,0 days 00:00:00,0.0
468,bathroom,2024-12-18 22:45:07.288,2024-12-18 22:45:07.288,0 days 00:00:00,0.0
469,kitchen,2024-12-18 22:49:49.628,2024-12-18 23:00:49.679,0 days 00:11:00.051000,660.051
470,bathroom,2024-12-18 23:00:56.506,2024-12-18 23:00:56.506,0 days 00:00:00,0.0
471,kitchen,2024-12-18 23:00:56.684,2024-12-18 23:01:02.216,0 days 00:00:05.532000,5.532
472,bathroom,2024-12-18 23:01:29.135,2024-12-18 23:12:05.135,0 days 00:10:36,636.0
473,kitchen,2024-12-18 23:19:44.545,2024-12-18 23:19:58.379,0 days 00:00:13.834000,13.834
474,bathroom,2024-12-18 23:20:00.787,2024-12-18 23:20:00.787,0 days 00:00:00,0.0
475,kitchen,2024-12-18 23:20:05.111,2024-12-18 23:20:24.064,0 days 00:00:18.953000,18.953
476,bathroom,2024-12-18 23:20:35.665,2024-12-18 23:21:38.070,0 days 00:01:02.405000,62.405
477,kitchen,2024-12-18 23:22:00.487,2024-12-18 23:22:22.013,0 days 00:00:21.526000,21.526
478,bathroom,2024-12-18 23:22:54.370,2024-12-18 23:25:38.891,0 days 00:02:44.521000,164.521
479,livingroombedarea,2024-12-19 00:49:40.167,2024-12-19 00:49:40.167,0 days 00:00:00,0.0
480,livingroomdoor,2024-12-19 06:42:34.000,2024-12-19 06:57:21.000,0 days 00:14:47,887.0
481,bathroom,2024-12-19 07:16:09.639,2024-12-19 07:34:09.703,0 days 00:18:00.064000,1080.064
482,kitchen,2024-12-19 07:34:34.356,2024-12-19 07:43:09.275,0 days 00:08:34.919000,514.919
483,livingroomdoor,2024-12-19 07:47:56.000,2024-12-19 07:47:56.000,0 days 00:00:00,0.0
484,kitchen,2024-12-19 07:50:21.678,2024-12-19 08:04:58.137,0 days 00:14:36.459000,876.459
485,livingroomdoor,2024-12-19 08:04:59.000,2024-12-19 08:04:59.000,0 days 00:00:00,0.0
486,kitchen,2024-12-19 08:05:10.766,2024-12-19 08:06:23.032,0 days 00:01:12.266000,72.266
487,livingroomdoor,2024-12-19 08:06:33.000,2024-12-19 08:06:33.000,0 days 00:00:00,0.0
488,kitchen,2024-12-19 08:06:41.956,2024-12-19 08:14:05.909,0 days 00:07:23.953000,443.953
489,livingroomdoor,2024-12-19 08:14:11.000,2024-12-19 08:14:11.000,0 days 00:00:00,0.0
490,kitchen,2024-12-19 08:14:12.110,2024-12-19 08:14:43.234,0 days 00:00:31.124000,31.124
491,livingroomdoor,2024-12-19 08:14:44.000,2024-12-19 08:14:44.000,0 days 00:00:00,0.0
492,kitchen,2024-12-19 08:15:06.176,2024-12-19 08:16:58.100,0 days 00:01:51.924000,111.924
493,livingroomdoor,2024-12-19 08:19:45.000,2024-12-19 08:23:32.000,0 days 00:03:47,227.0
494,bathroom,2024-12-19 08:34:29.225,2024-12-19 08:35:50.326,0 days 00:01:21.101000,81.101
495,kitchen,2024-12-19 08:35:55.299,2024-12-19 08:35:55.299,0 days 00:00:00,0.0
496,bathroom,2024-12-19 08:36:02.666,2024-12-19 08:36:02.666,0 days 00:00:00,0.0
497,kitchen,2024-12-19 08:36:09.136,2024-12-19 08:36:09.136,0 days 00:00:00,0.0
498,bathroom,2024-12-19 08:36:10.213,2024-12-19 08:36:17.222,0 days 00:00:07.009000,7.009
499,kitchen,2024-12-19 08:36:24.872,2024-12-19 08:36:44.746,0 days 00:00:19.874000,19.874
500,bathroom,2024-12-19 08:36:47.846,2024-12-19 08:37:31.776,0 days 00:00:43.930000,43.93
501,kitchen,2024-12-19 08:37:32.140,2024-12-19 08:37:44.429,0 days 00:00:12.289000,12.289
502,bathroom,2024-12-19 08:38:15.509,2024-12-19 08:38:34.231,0 days 00:00:18.722000,18.722
503,kitchen,2024-12-19 08:39:58.297,2024-12-19 08:39:58.297,0 days 00:00:00,0.0
504,bathroom,2024-12-19 08:40:10.442,2024-12-19 08:41:07.838,0 days 00:00:57.396000,57.396
505,livingroomdoor,2024-12-19 08:41:32.000,2024-12-19 08:41:32.000,0 days 00:00:00,0.0
506,kitchen,2024-12-19 08:53:35.110,2024-12-19 09:03:33.592,0 days 00:09:58.482000,598.482
507,livingroomdoor,2024-12-19 09:07:03.000,2024-12-19 09:07:03.000,0 days 00:00:00,0.0
508,kitchen,2024-12-19 09:07:57.711,2024-12-19 09:12:05.544,0 days 00:04:07.833000,247.833
509,bathroom,2024-12-19 09:20:40.666,2024-12-19 09:21:00.841,0 days 00:00:20.175000,20.175
510,kitchen,2024-12-19 09:21:20.846,2024-12-19 09:21:38.829,0 days 00:00:17.983000,17.983
511,bathroom,2024-12-19 09:21:41.852,2024-12-19 09:21:41.852,0 days 00:00:00,0.0
512,kitchen,2024-12-19 09:21:47.612,2024-12-19 09:22:55.450,0 days 00:01:07.838000,67.838
513,bathroom,2024-12-19 09:26:27.003,2024-12-19 09:26:27.003,0 days 00:00:00,0.0
514,kitchen,2024-12-19 09:34:16.364,2024-12-19 09:34:16.364,0 days 00:00:00,0.0
515,livingroombedarea,2024-12-19 09:42:54.494,2024-12-19 09:43:02.316,0 days 00:00:07.822000,7.822
516,bathroom,2024-12-19 09:49:08.566,2024-12-19 09:55:31.147,0 days 00:06:22.581000,382.581
517,kitchen,2024-12-19 09:58:24.478,2024-12-19 10:08:20.386,0 days 00:09:55.908000,595.908
518,livingroombedarea,2024-12-19 10:09:52.397,2024-12-19 10:09:52.397,0 days 00:00:00,0.0
519,kitchen,2024-12-19 10:10:48.402,2024-12-19 10:20:06.871,0 days 00:09:18.469000,558.469
520,livingroomdoor,2024-12-19 11:20:19.000,2024-12-19 11:27:29.000,0 days 00:07:10,430.0
521,bathroom,2024-12-19 11:31:44.109,2024-12-19 11:33:06.694,0 days 00:01:22.585000,82.585
522,kitchen,2024-12-19 11:57:18.522,2024-12-19 11:57:29.536,0 days 00:00:11.014000,11.014
