group_id,value,start_time,end_time,duration,duration_seconds
523,livingroomdoor,2024-12-19 11:57:33.000,2024-12-19 11:57:33.000,0 days 00:00:00,0.0
524,kitchen,2024-12-19 11:57:42.839,2024-12-19 12:16:07.898,0 days 00:18:25.059000,1105.059
525,bathroom,2024-12-19 12:18:09.268,2024-12-19 12:23:48.855,0 days 00:05:39.587000,339.587
526,livingroomdoor,2024-12-19 12:26:46.000,2024-12-19 12:26:46.000,0 days 00:00:00,0.0
527,kitchen,2024-12-19 12:28:28.314,2024-12-19 12:28:48.025,0 days 00:00:19.711000,19.711
528,livingroomdoor,2024-12-19 12:28:52.000,2024-12-19 12:28:52.000,0 days 00:00:00,0.0
529,kitchen,2024-12-19 12:29:01.248,2024-12-19 12:29:01.248,0 days 00:00:00,0.0
530,livingroomdoor,2024-12-19 12:39:17.000,2024-12-19 12:39:17.000,0 days 00:00:00,0.0
531,bathroom,2024-12-19 12:40:23.975,2024-12-19 12:40:23.975,0 days 00:00:00,0.0
532,kitchen,2024-12-19 12:42:23.464,2024-12-19 12:42:55.416,0 days 00:00:31.952000,31.951999999999998
533,livingroombedarea,2024-12-19 12:43:05.080,2024-12-19 12:43:05.080,0 days 00:00:00,0.0
534,kitchen,2024-12-19 12:43:11.115,2024-12-19 13:11:34.695,0 days 00:28:23.580000,1703.58
535,bathroom,2024-12-19 13:15:52.007,2024-12-19 13:33:24.064,0 days 00:17:32.057000,1052.057
536,livingroombedarea,2024-12-19 13:36:03.764,2024-12-19 13:36:03.764,0 days 00:00:00,0.0
537,bathroom,2024-12-19 13:46:19.267,2024-12-19 13:46:26.531,0 days 00:00:07.264000,7.264
538,kitchen,2024-12-19 13:47:14.475,2024-12-19 13:47:14.475,0 days 00:00:00,0.0
539,bathroom,2024-12-19 13:47:44.699,2024-12-19 13:57:32.147,0 days 00:09:47.448000,587.448
540,kitchen,2024-12-19 14:07:44.095,2024-12-19 14:10:06.240,0 days 00:02:22.145000,142.145
541,bathroom,2024-12-19 14:12:00.718,2024-12-19 14:12:00.718,0 days 00:00:00,0.0
542,kitchen,2024-12-19 14:20:18.894,2024-12-19 15:32:34.926,0 days 01:12:16.032000,4336.032
543,livingroomdoor,2024-12-19 16:56:35.000,2024-12-19 16:56:35.000,0 days 00:00:00,0.0
544,bathroom,2024-12-19 17:41:32.514,2024-12-19 17:42:05.418,0 days 00:00:32.904000,32.904
545,kitchen,2024-12-19 17:48:52.542,2024-12-19 17:50:24.646,0 days 00:01:32.104000,92.104
546,livingroomdoor,2024-12-19 17:50:46.000,2024-12-19 17:50:46.000,0 days 00:00:00,0.0
547,livingroombedarea,2024-12-19 17:51:46.393,2024-12-19 17:52:32.628,0 days 00:00:46.235000,46.235
548,kitchen,2024-12-19 17:53:15.622,2024-12-19 17:53:19.586,0 days 00:00:03.964000,3.964
549,livingroombedarea,2024-12-19 17:53:25.029,2024-12-19 17:53:25.029,0 days 00:00:00,0.0
550,kitchen,2024-12-19 17:53:27.075,2024-12-19 17:55:53.945,0 days 00:02:26.870000,146.87
551,livingroombedarea,2024-12-19 17:56:16.696,2024-12-19 17:56:16.696,0 days 00:00:00,0.0
552,kitchen,2024-12-19 18:07:26.571,2024-12-19 18:08:53.315,0 days 00:01:26.744000,86.744
553,bathroom,2024-12-19 18:34:14.953,2024-12-19 18:34:38.469,0 days 00:00:23.516000,23.516
554,livingroombedarea,2024-12-19 19:58:02.377,2024-12-19 19:58:02.377,0 days 00:00:00,0.0
555,bathroom,2024-12-19 23:38:50.476,2024-12-19 23:46:19.331,0 days 00:07:28.855000,448.855
556,kitchen,2024-12-19 23:47:05.255,2024-12-19 23:51:05.475,0 days 00:04:00.220000,240.22
557,bathroom,2024-12-19 23:51:54.200,2024-12-19 23:53:01.740,0 days 00:01:07.540000,67.54
558,kitchen,2024-12-19 23:53:14.652,2024-12-19 23:53:14.652,0 days 00:00:00,0.0
559,bathroom,2024-12-19 23:53:23.481,2024-12-19 23:53:23.481,0 days 00:00:00,0.0
560,kitchen,2024-12-19 23:53:25.331,2024-12-19 23:54:29.456,0 days 00:01:04.125000,64.125
561,bathroom,2024-12-19 23:54:33.031,2024-12-19 23:54:33.031,0 days 00:00:00,0.0
562,kitchen,2024-12-19 23:56:29.017,2024-12-19 23:58:07.687,0 days 00:01:38.670000,98.67
563,bathroom,2024-12-20 00:01:14.579,2024-12-20 00:01:14.579,0 days 00:00:00,0.0
564,kitchen,2024-12-20 00:02:33.417,2024-12-20 00:03:00.970,0 days 00:00:27.553000,27.553
565,bathroom,2024-12-20 00:03:54.518,2024-12-20 00:06:05.937,0 days 00:02:11.419000,131.419
566,livingroomdoor,2024-12-20 06:48:27.000,2024-12-20 07:15:27.000,0 days 00:27:00,1620.0
567,bathroom,2024-12-20 07:32:19.644,2024-12-20 07:35:45.879,0 days 00:03:26.235000,206.235
568,kitchen,2024-12-20 07:40:16.223,2024-12-20 07:48:03.661,0 days 00:07:47.438000,467.438
569,bathroom,2024-12-20 07:48:14.585,2024-12-20 07:48:14.585,0 days 00:00:00,0.0
570,kitchen,2024-12-20 07:48:29.103,2024-12-20 07:56:42.231,0 days 00:08:13.128000,493.128
571,bathroom,2024-12-20 07:56:52.534,2024-12-20 07:56:52.534,0 days 00:00:00,0.0
572,kitchen,2024-12-20 07:57:00.717,2024-12-20 07:57:00.717,0 days 00:00:00,0.0
573,bathroom,2024-12-20 07:57:03.301,2024-12-20 07:57:15.098,0 days 00:00:11.797000,11.797
574,kitchen,2024-12-20 07:57:22.303,2024-12-20 07:57:22.303,0 days 00:00:00,0.0
575,bathroom,2024-12-20 07:57:27.191,2024-12-20 07:57:27.191,0 days 00:00:00,0.0
576,kitchen,2024-12-20 07:57:29.964,2024-12-20 07:57:37.403,0 days 00:00:07.439000,7.439
577,bathroom,2024-12-20 07:57:38.342,2024-12-20 07:57:38.342,0 days 00:00:00,0.0
578,kitchen,2024-12-20 07:57:50.827,2024-12-20 07:57:50.827,0 days 00:00:00,0.0
579,bathroom,2024-12-20 07:58:03.807,2024-12-20 07:58:03.807,0 days 00:00:00,0.0
580,kitchen,2024-12-20 07:58:07.483,2024-12-20 07:58:31.860,0 days 00:00:24.377000,24.377
581,bathroom,2024-12-20 07:58:39.701,2024-12-20 08:03:24.944,0 days 00:04:45.243000,285.243
582,kitchen,2024-12-20 08:09:57.436,2024-12-20 08:11:30.820,0 days 00:01:33.384000,93.384
583,bathroom,2024-12-20 08:11:39.601,2024-12-20 08:11:39.601,0 days 00:00:00,0.0
584,kitchen,2024-12-20 08:12:01.476,2024-12-20 08:12:44.856,0 days 00:00:43.380000,43.38
585,bathroom,2024-12-20 08:12:54.788,2024-12-20 08:12:54.788,0 days 00:00:00,0.0
586,kitchen,2024-12-20 08:12:55.713,2024-12-20 08:13:21.486,0 days 00:00:25.773000,25.773
587,bathroom,2024-12-20 08:13:45.004,2024-12-20 08:13:48.792,0 days 00:00:03.788000,3.7880000000000003
588,kitchen,2024-12-20 08:14:05.794,2024-12-20 08:14:05.794,0 days 00:00:00,0.0
589,bathroom,2024-12-20 08:14:13.292,2024-12-20 08:14:13.292,0 days 00:00:00,0.0
590,livingroomdoor,2024-12-20 08:14:16.000,2024-12-20 08:14:16.000,0 days 00:00:00,0.0
591,kitchen,2024-12-20 08:14:16.716,2024-12-20 08:14:16.716,0 days 00:00:00,0.0
592,bathroom,2024-12-20 08:14:23.795,2024-12-20 08:14:23.795,0 days 00:00:00,0.0
593,kitchen,2024-12-20 08:14:29.446,2024-12-20 08:14:29.446,0 days 00:00:00,0.0
594,bathroom,2024-12-20 08:14:32.690,2024-12-20 08:19:38.473,0 days 00:05:05.783000,305.783
595,livingroombedarea,2024-12-20 08:27:21.007,2024-12-20 08:27:21.007,0 days 00:00:00,0.0
596,bathroom,2024-12-20 08:28:39.623,2024-12-20 08:32:38.034,0 days 00:03:58.411000,238.411
597,kitchen,2024-12-20 08:42:15.826,2024-12-20 09:12:34.187,0 days 00:30:18.361000,1818.361
598,livingroomdoor,2024-12-20 10:05:23.000,2024-12-20 10:05:23.000,0 days 00:00:00,0.0
599,kitchen,2024-12-20 10:12:42.337,2024-12-20 10:14:08.024,0 days 00:01:25.687000,85.687
600,livingroombedarea,2024-12-20 10:29:05.965,2024-12-20 10:29:05.965,0 days 00:00:00,0.0
601,bathroom,2024-12-20 11:00:47.461,2024-12-20 11:01:12.127,0 days 00:00:24.666000,24.666
602,kitchen,2024-12-20 11:32:21.529,2024-12-20 11:48:39.575,0 days 00:16:18.046000,978.046
603,livingroomdoor,2024-12-20 11:52:03.000,2024-12-20 11:52:03.000,0 days 00:00:00,0.0
604,bathroom,2024-12-20 12:40:56.018,2024-12-20 12:41:17.513,0 days 00:00:21.495000,21.495
605,kitchen,2024-12-20 12:55:24.287,2024-12-20 12:55:30.813,0 days 00:00:06.526000,6.526
606,livingroomdoor,2024-12-20 13:04:38.000,2024-12-20 13:04:38.000,0 days 00:00:00,0.0
607,bathroom,2024-12-20 13:07:19.647,2024-12-20 13:09:24.426,0 days 00:02:04.779000,124.779
608,kitchen,2024-12-20 13:14:31.547,2024-12-20 13:14:51.988,0 days 00:00:20.441000,20.441
609,bathroom,2024-12-20 13:17:33.111,2024-12-20 13:20:02.172,0 days 00:02:29.061000,149.061
610,kitchen,2024-12-20 13:23:55.668,2024-12-20 13:49:49.790,0 days 00:25:54.122000,1554.122
611,bathroom,2024-12-20 13:55:39.234,2024-12-20 13:58:21.512,0 days 00:02:42.278000,162.278
612,kitchen,2024-12-20 14:00:01.699,2024-12-20 14:01:30.832,0 days 00:01:29.133000,89.133
613,bathroom,2024-12-20 14:02:46.619,2024-12-20 14:02:46.619,0 days 00:00:00,0.0
614,kitchen,2024-12-20 14:04:25.613,2024-12-20 15:53:31.070,0 days 01:49:05.457000,6545.457
615,livingroombedarea,2024-12-20 15:57:15.724,2024-12-20 15:57:15.724,0 days 00:00:00,0.0
616,livingroomdoor,2024-12-20 15:57:35.000,2024-12-20 15:57:35.000,0 days 00:00:00,0.0
617,kitchen,2024-12-20 15:57:41.522,2024-12-20 16:22:56.497,0 days 00:25:14.975000,1514.975
